_elapsed,_wall,angular.x,angular.y,angular.z,linear.x,linear.y,linear.z
8.327047,1788156952.445796,0.0,0.0,0.0,0.0,0.0,0.0
8.431642,1788156952.550390,0.0,0.0,0.0,0.0,0.0,0.0
8.537021,1788156952.655770,0.0,0.0,0.0,0.0,0.0,0.0
8.640194,1788156952.758943,0.0,0.0,0.0,0.0,0.0,0.0
8.749275,1788156952.868023,0.0,0.0,0.0,0.0,0.0,0.0
8.850178,1788156952.968927,0.0,0.0,0.0,0.0,0.0,0.0
8.954425,1788156953.073174,0.0,0.0,0.0,0.0,0.0,0.0
9.057921,1788156953.176669,0.0,0.0,0.0,0.0,0.0,0.0
9.159494,1788156953.278243,0.0,0.0,0.0,0.0,0.0,0.0
9.261648,1788156953.380397,0.0,0.0,0.0,0.0,0.0,0.0
9.363772,1788156953.482521,0.0,0.0,0.0,0.0,0.0,0.0
9.466343,1788156953.585092,0.0,0.0,0.0,0.0,0.0,0.0
9.569769,1788156953.688518,0.0,0.0,0.0,0.0,0.0,0.0
9.671447,1788156953.790195,0.0,0.0,0.0,0.0,0.0,0.0
9.773978,1788156953.892727,0.0,0.0,0.0,0.0,0.0,0.0
9.876061,1788156953.994810,0.0,0.0,0.0,0.0,0.0,0.0
9.978148,1788156954.096896,0.0,0.0,0.0,0.0,0.0,0.0
10.080340,1788156954.199089,0.0,0.0,0.0,0.0,0.0,0.0
10.184476,1788156954.303224,0.0,0.0,0.0,0.0,0.0,0.0
10.285355,1788156954.404104,0.0,0.0,0.0,0.0,0.0,0.0
10.387510,1788156954.506259,0.0,0.0,0.0,0.0,0.0,0.0
10.489844,1788156954.608593,0.0,0.0,0.0,0.0,0.0,0.0
10.592977,1788156954.711725,0.0,0.0,0.0,0.0,0.0,0.0
10.695871,1788156954.814620,0.0,0.0,0.0,0.0,0.0,0.0
10.800679,1788156954.919428,0.0,0.0,0.0,0.0,0.0,0.0
10.901193,1788156955.019941,0.0,0.0,0.0,0.0,0.0,0.0
11.005167,1788156955.123916,0.0,0.0,0.0,0.0,0.0,0.0
11.105978,1788156955.224727,0.0,0.0,0.0,0.0,0.0,0.0
11.210783,1788156955.329532,0.0,0.0,0.0,0.0,0.0,0.0
11.314742,1788156955.433491,0.0,0.0,0.0,0.0,0.0,0.0
11.419594,1788156955.538343,0.0,0.0,0.0,0.0,0.0,0.0
11.520394,1788156955.639143,0.0,0.0,0.0,0.0,0.0,0.0
11.626502,1788156955.745250,0.0,0.0,0.0,0.0,0.0,0.0
11.727372,1788156955.846121,0.0,0.0,0.0,0.0,0.0,0.0
