_elapsed,_wall,contact_count,elapsed_s,state
13.480786,1788156957.599534,0,46.52915113700146,IDLE
13.582681,1788156957.701430,0,46.6312711169885,IDLE
13.686662,1788156957.805411,0,46.73522598099953,IDLE
13.790356,1788156957.909105,0,46.83894613898883,IDLE
13.894066,1788156958.012815,0,46.94209401599073,IDLE
13.995629,1788156958.114377,0,47.044258330002776,IDLE
14.098276,1788156958.217025,0,47.1468881109904,IDLE
14.201365,1788156958.320114,0,47.249034035994555,IDLE
14.303296,1788156958.422044,0,47.35143442598928,IDLE
14.405010,1788156958.523759,0,47.45363496299251,IDLE
14.507231,1788156958.625980,0,47.55586014800065,IDLE
14.610636,1788156958.729385,0,47.65885435699602,IDLE
14.712629,1788156958.831378,0,47.76098330000241,IDLE
14.814770,1788156958.933518,0,47.86324267099553,IDLE
14.918032,1788156959.036780,0,47.9666278270015,IDLE
15.020363,1788156959.139112,0,48.06857547299296,IDLE
15.123302,1788156959.242050,0,48.17189253598917,IDLE
15.226041,1788156959.344790,0,48.274598891002825,IDLE
15.328257,1788156959.447006,0,48.376575852002134,IDLE
15.430605,1788156959.549354,0,48.47921081799723,IDLE
15.532871,1788156959.651619,0,48.58121146399935,IDLE
15.637611,1788156959.756359,0,48.68557521999173,IDLE
15.740304,1788156959.859053,0,48.78891154199664,IDLE
15.845437,1788156959.964186,0,48.89360080000188,IDLE
15.949688,1788156960.068437,0,48.99787120199471,IDLE
16.054494,1788156960.173243,0,49.10305944499851,IDLE
16.157944,1788156960.276693,0,49.20609150599921,IDLE
16.260533,1788156960.379282,0,49.30912573399837,IDLE
16.363843,1788156960.482592,0,49.41243274099543,IDLE
16.466244,1788156960.584993,0,49.51443125799415,IDLE
16.567902,1788156960.686651,0,49.616494738002075,IDLE
16.669965,1788156960.788713,0,49.71855710700038,IDLE
16.771937,1788156960.890686,0,49.82053356799588,IDLE
16.874804,1788156960.993553,0,49.92253404798976,IDLE
16.976507,1788156961.095256,0,50.02463634299056,IDLE
17.083203,1788156961.201952,0,50.131744042999344,IDLE
17.188722,1788156961.307471,0,50.237363899999764,IDLE
17.291249,1788156961.409997,0,50.33940615798929,IDLE
17.395248,1788156961.513996,0,50.44374343199888,IDLE
